service_id,date,exception_type
402_1,20220924,1
402_1,20221001,1
205_1,20220903,1
205_1,20220910,1
205_1,20220917,1
205_1,20220924,1
205_1,20221001,1
56_2,20220829,1
56_2,20220830,1
56_2,20220831,1
56_2,20220901,1
56_2,20220902,1
56_2,20220905,1
56_2,20220906,1
56_2,20220907,1
56_2,20220908,1
56_2,20220909,1
56_2,20220912,1
56_2,20220913,1
56_2,20220914,1
56_2,20220915,1
56_2,20220916,1
56_2,20220919,1
56_2,20220920,1
56_2,20220921,1
56_2,20220922,1
56_2,20220923,1
56_2,20220926,1
56_2,20220927,1
56_2,20220928,1
56_2,20220929,1
56_2,20220930,1
208_3,20220829,1
208_3,20220830,1
208_3,20220831,1
208_3,20220901,1
208_3,20220902,1
208_3,20220905,1
208_3,20220906,1
208_3,20220907,1
208_3,20220908,1
208_3,20220909,1
208_3,20220912,1
208_3,20220913,1
208_3,20220914,1
208_3,20220915,1
208_3,20220916,1
208_3,20220919,1
208_3,20220920,1
208_3,20220921,1
208_3,20220922,1
208_3,20220923,1
208_3,20220926,1
208_3,20220927,1
208_3,20220928,1
208_3,20220929,1
208_3,20220930,1
3311,20220829,1
3311,20220830,1
3311,20220831,1
3311,20220901,1
3311,20220902,1
3311,20220905,1
3311,20220906,1
3311,20220907,1
3311,20220908,1
3311,20220909,1
3311,20220912,1
3311,20220913,1
3311,20220914,1
3311,20220915,1
3311,20220916,1
3311,20220919,1
3311,20220920,1
3311,20220921,1
3311,20220922,1
3311,20220923,1
3311,20220926,1
3311,20220927,1
3311,20220928,1
3311,20220929,1
3311,20220930,1
203_4,20220903,1
203_4,20220910,1
203_4,20220917,1
203_4,20220924,1
203_4,20221001,1
39,20220828,1
39,20220904,1
39,20220911,1
39,20220918,1
39,20220925,1
511,20220903,1
511,20220910,1
511,20220917,1
511,20220924,1
511,20221001,1
33_5,20220830,1
33_5,20220901,1
33_5,20220902,1
33_5,20220906,1
33_5,20220908,1
33_5,20220909,1
33_5,20220913,1
33_5,20220915,1
33_5,20220916,1
33_5,20220920,1
33_5,20220922,1
33_5,20220923,1
33_5,20220927,1
33_5,20220929,1
33_5,20220930,1
6032,20220829,1
6032,20220830,1
6032,20220831,1
6032,20220901,1
6032,20220902,1
6032,20220905,1
6032,20220906,1
6032,20220907,1
6032,20220908,1
6032,20220909,1
6032,20220912,1
6032,20220913,1
6032,20220914,1
6032,20220915,1
6032,20220916,1
6032,20220919,1
6032,20220920,1
6032,20220921,1
6032,20220922,1
6032,20220923,1
6032,20220926,1
6032,20220927,1
6032,20220928,1
6032,20220929,1
6032,20220930,1
67,20220829,1
67,20220830,1
67,20220831,1
67,20220901,1
67,20220902,1
67,20220905,1
67,20220906,1
67,20220907,1
67,20220908,1
67,20220909,1
67,20220912,1
67,20220913,1
67,20220914,1
67,20220915,1
67,20220916,1
67,20220919,1
67,20220920,1
67,20220921,1
67,20220922,1
67,20220923,1
67,20220926,1
67,20220927,1
67,20220928,1
67,20220929,1
67,20220930,1
8024,20220828,1
8024,20220904,1
8024,20220911,1
8024,20220918,1
8024,20220925,1
8072,20220828,1
8072,20220904,1
8072,20220911,1
8072,20220918,1
8072,20220925,1
3133,20220829,1
3133,20220830,1
3133,20220831,1
3133,20220901,1
3133,20220902,1
3133,20220905,1
3133,20220906,1
3133,20220907,1
3133,20220908,1
3133,20220909,1
3133,20220912,1
3133,20220913,1
3133,20220914,1
3133,20220915,1
3133,20220916,1
3133,20220919,1
3133,20220920,1
3133,20220921,1
3133,20220922,1
3133,20220923,1
3133,20220926,1
3133,20220927,1
3133,20220928,1
3133,20220929,1
3133,20220930,1
104_2,20220829,1
104_2,20220830,1
104_2,20220831,1
104_2,20220901,1
104_2,20220902,1
104_2,20220905,1
104_2,20220906,1
104_2,20220907,1
104_2,20220908,1
104_2,20220909,1
104_2,20220912,1
104_2,20220913,1
104_2,20220914,1
104_2,20220915,1
104_2,20220916,1
104_2,20220919,1
104_2,20220920,1
104_2,20220921,1
104_2,20220922,1
104_2,20220923,1
104_2,20220926,1
104_2,20220927,1
104_2,20220928,1
104_2,20220929,1
104_2,20220930,1
3062,20220829,1
3062,20220830,1
3062,20220831,1
3062,20220901,1
3062,20220902,1
3062,20220905,1
3062,20220906,1
3062,20220907,1
3062,20220908,1
3062,20220909,1
3062,20220912,1
3062,20220913,1
3062,20220914,1
3062,20220915,1
3062,20220916,1
3062,20220919,1
3062,20220920,1
3062,20220921,1
3062,20220922,1
3062,20220923,1
3062,20220926,1
3062,20220927,1
3062,20220928,1
3062,20220929,1
3062,20220930,1
522_1,20220829,1
522_1,20220830,1
522_1,20220831,1
522_1,20220901,1
522_1,20220905,1
522_1,20220906,1
522_1,20220907,1
522_1,20220908,1
522_1,20220912,1
522_1,20220913,1
522_1,20220914,1
522_1,20220915,1
522_1,20220919,1
522_1,20220920,1
522_1,20220921,1
522_1,20220922,1
522_1,20220926,1
522_1,20220927,1
522_1,20220928,1
522_1,20220929,1
312_2,20220829,1
312_2,20220830,1
312_2,20220831,1
312_2,20220901,1
312_2,20220902,1
312_2,20220905,1
312_2,20220906,1
312_2,20220907,1
312_2,20220908,1
312_2,20220909,1
312_2,20220912,1
312_2,20220913,1
312_2,20220914,1
312_2,20220915,1
312_2,20220916,1
312_2,20220919,1
312_2,20220920,1
312_2,20220921,1
312_2,20220922,1
312_2,20220923,1
312_2,20220926,1
312_2,20220927,1
312_2,20220928,1
312_2,20220929,1
312_2,20220930,1
111_2,20220903,1
111_2,20220910,1
111_2,20220917,1
111_2,20220924,1
111_2,20221001,1
114_1,20220903,1
114_1,20220910,1
114_1,20220917,1
114_1,20220924,1
114_1,20221001,1
324,20220829,1
324,20220830,1
324,20220831,1
324,20220901,1
324,20220902,1
324,20220905,1
324,20220906,1
324,20220907,1
324,20220908,1
324,20220909,1
324,20220912,1
324,20220913,1
324,20220914,1
324,20220915,1
324,20220916,1
324,20220919,1
324,20220920,1
324,20220921,1
324,20220922,1
324,20220923,1
324,20220926,1
324,20220927,1
324,20220928,1
324,20220929,1
324,20220930,1
115_2,20220829,1
115_2,20220830,1
115_2,20220831,1
115_2,20220901,1
115_2,20220902,1
115_2,20220905,1
115_2,20220906,1
115_2,20220907,1
115_2,20220908,1
115_2,20220909,1
115_2,20220912,1
115_2,20220913,1
115_2,20220914,1
115_2,20220915,1
115_2,20220916,1
115_2,20220919,1
115_2,20220920,1
115_2,20220921,1
115_2,20220922,1
115_2,20220923,1
115_2,20220926,1
115_2,20220927,1
115_2,20220928,1
115_2,20220929,1
115_2,20220930,1
36_2,20220903,1
36_2,20220910,1
36_2,20220917,1
36_2,20220924,1
36_2,20221001,1
78,20220829,1
78,20220830,1
78,20220831,1
78,20220901,1
78,20220902,1
78,20220905,1
78,20220906,1
78,20220907,1
78,20220908,1
78,20220909,1
78,20220912,1
78,20220913,1
78,20220914,1
78,20220915,1
78,20220916,1
78,20220919,1
78,20220920,1
78,20220921,1
78,20220922,1
78,20220923,1
78,20220926,1
78,20220927,1
78,20220928,1
78,20220929,1
78,20220930,1
41_4,20220829,1
41_4,20220830,1
41_4,20220831,1
41_4,20220901,1
41_4,20220902,1
41_4,20220905,1
41_4,20220906,1
41_4,20220907,1
41_4,20220908,1
41_4,20220909,1
41_4,20220912,1
41_4,20220913,1
41_4,20220914,1
41_4,20220915,1
41_4,20220916,1
41_4,20220919,1
41_4,20220920,1
41_4,20220921,1
41_4,20220922,1
41_4,20220923,1
41_4,20220926,1
41_4,20220927,1
41_4,20220928,1
41_4,20220929,1
41_4,20220930,1
614,20220829,1
614,20220830,1
614,20220831,1
614,20220901,1
614,20220902,1
614,20220905,1
614,20220906,1
614,20220907,1
614,20220908,1
614,20220909,1
614,20220912,1
614,20220913,1
614,20220914,1
614,20220915,1
614,20220916,1
614,20220919,1
614,20220920,1
614,20220921,1
614,20220922,1
614,20220923,1
614,20220926,1
614,20220927,1
614,20220928,1
614,20220929,1
614,20220930,1
1042,20220828,1
1042,20220904,1
1042,20220911,1
1042,20220918,1
1042,20220925,1
310_2,20220902,1
310_2,20220909,1
310_2,20220916,1
310_2,20220923,1
310_2,20220930,1
160,20220829,1
160,20220830,1
160,20220831,1
160,20220901,1
160,20220902,1
160,20220905,1
160,20220906,1
160,20220907,1
160,20220908,1
160,20220909,1
160,20220912,1
160,20220913,1
160,20220914,1
160,20220915,1
160,20220916,1
160,20220919,1
160,20220920,1
160,20220921,1
160,20220922,1
160,20220923,1
160,20220926,1
160,20220927,1
160,20220928,1
160,20220929,1
160,20220930,1
131,20220829,1
131,20220830,1
131,20220831,1
131,20220901,1
131,20220902,1
131,20220905,1
131,20220906,1
131,20220907,1
131,20220908,1
131,20220909,1
131,20220912,1
131,20220913,1
131,20220914,1
131,20220915,1
131,20220916,1
131,20220919,1
131,20220920,1
131,20220921,1
131,20220922,1
131,20220923,1
131,20220926,1
131,20220927,1
131,20220928,1
131,20220929,1
131,20220930,1
3193,20220829,1
3193,20220830,1
3193,20220831,1
3193,20220901,1
3193,20220902,1
3193,20220905,1
3193,20220906,1
3193,20220907,1
3193,20220908,1
3193,20220909,1
3193,20220912,1
3193,20220913,1
3193,20220914,1
3193,20220915,1
3193,20220916,1
3193,20220919,1
3193,20220920,1
3193,20220921,1
3193,20220922,1
3193,20220923,1
3193,20220926,1
3193,20220927,1
3193,20220928,1
3193,20220929,1
3193,20220930,1
23_4,20220829,1
23_4,20220830,1
23_4,20220831,1
23_4,20220901,1
23_4,20220902,1
23_4,20220905,1
23_4,20220906,1
23_4,20220907,1
23_4,20220908,1
23_4,20220909,1
23_4,20220912,1
23_4,20220913,1
23_4,20220914,1
23_4,20220915,1
23_4,20220916,1
23_4,20220919,1
23_4,20220920,1
23_4,20220921,1
23_4,20220922,1
23_4,20220923,1
23_4,20220926,1
23_4,20220927,1
23_4,20220928,1
23_4,20220929,1
23_4,20220930,1
CCL Su+Hol-Xmas,20220828,1
CCL Su+Hol-Xmas,20220904,1
CCL Su+Hol-Xmas,20220911,1
CCL Su+Hol-Xmas,20220918,1
CCL Su+Hol-Xmas,20220925,1
3032,20220829,1
3032,20220830,1
3032,20220831,1
3032,20220901,1
3032,20220902,1
3032,20220905,1
3032,20220906,1
3032,20220907,1
3032,20220908,1
3032,20220909,1
3032,20220912,1
3032,20220913,1
3032,20220914,1
3032,20220915,1
3032,20220916,1
3032,20220919,1
3032,20220920,1
3032,20220921,1
3032,20220922,1
3032,20220923,1
3032,20220926,1
3032,20220927,1
3032,20220928,1
3032,20220929,1
3032,20220930,1
414_1,20220829,1
414_1,20220830,1
414_1,20220831,1
414_1,20220901,1
414_1,20220902,1
414_1,20220905,1
414_1,20220906,1
414_1,20220907,1
414_1,20220908,1
414_1,20220909,1
414_1,20220912,1
414_1,20220913,1
414_1,20220914,1
414_1,20220915,1
414_1,20220916,1
414_1,20220919,1
414_1,20220920,1
414_1,20220921,1
414_1,20220922,1
414_1,20220923,1
414_1,20220926,1
414_1,20220927,1
414_1,20220928,1
414_1,20220929,1
414_1,20220930,1
103_3,20220828,1
103_3,20220904,1
103_3,20220911,1
103_3,20220918,1
103_3,20220925,1
308,20220828,1
308,20220904,1
308,20220911,1
308,20220918,1
308,20220925,1
125_1,20220829,1
125_1,20220830,1
125_1,20220831,1
125_1,20220901,1
125_1,20220902,1
125_1,20220905,1
125_1,20220906,1
125_1,20220907,1
125_1,20220908,1
125_1,20220909,1
125_1,20220912,1
125_1,20220913,1
125_1,20220914,1
125_1,20220915,1
125_1,20220916,1
125_1,20220919,1
125_1,20220920,1
125_1,20220921,1
125_1,20220922,1
125_1,20220923,1
125_1,20220926,1
125_1,20220927,1
125_1,20220928,1
125_1,20220929,1
125_1,20220930,1
216_2,20220829,1
216_2,20220830,1
216_2,20220831,1
216_2,20220901,1
216_2,20220902,1
216_2,20220905,1
216_2,20220906,1
216_2,20220907,1
216_2,20220908,1
216_2,20220909,1
216_2,20220912,1
216_2,20220913,1
216_2,20220914,1
216_2,20220915,1
216_2,20220916,1
216_2,20220919,1
216_2,20220920,1
216_2,20220921,1
216_2,20220922,1
216_2,20220923,1
216_2,20220926,1
216_2,20220927,1
216_2,20220928,1
216_2,20220929,1
216_2,20220930,1
12_3,20220829,1
12_3,20220830,1
12_3,20220831,1
12_3,20220901,1
12_3,20220902,1
12_3,20220905,1
12_3,20220906,1
12_3,20220907,1
12_3,20220908,1
12_3,20220909,1
12_3,20220912,1
12_3,20220913,1
12_3,20220914,1
12_3,20220915,1
12_3,20220916,1
12_3,20220919,1
12_3,20220920,1
12_3,20220921,1
12_3,20220922,1
12_3,20220923,1
12_3,20220926,1
12_3,20220927,1
12_3,20220928,1
12_3,20220929,1
12_3,20220930,1
508_1,20220829,1
508_1,20220830,1
508_1,20220831,1
508_1,20220901,1
508_1,20220902,1
508_1,20220905,1
508_1,20220906,1
508_1,20220907,1
508_1,20220908,1
508_1,20220909,1
508_1,20220912,1
508_1,20220913,1
508_1,20220914,1
508_1,20220915,1
508_1,20220916,1
508_1,20220919,1
508_1,20220920,1
508_1,20220921,1
508_1,20220922,1
508_1,20220923,1
508_1,20220926,1
508_1,20220927,1
508_1,20220928,1
508_1,20220929,1
508_1,20220930,1
429,20220829,1
429,20220830,1
429,20220831,1
429,20220901,1
429,20220902,1
429,20220905,1
429,20220906,1
429,20220907,1
429,20220908,1
429,20220909,1
429,20220912,1
429,20220913,1
429,20220914,1
429,20220915,1
429,20220916,1
429,20220919,1
429,20220920,1
429,20220921,1
429,20220922,1
429,20220923,1
429,20220926,1
429,20220927,1
429,20220928,1
429,20220929,1
429,20220930,1
129,20220829,1
129,20220830,1
129,20220831,1
129,20220901,1
129,20220902,1
129,20220905,1
129,20220906,1
129,20220907,1
129,20220908,1
129,20220909,1
129,20220912,1
129,20220913,1
129,20220914,1
129,20220915,1
129,20220916,1
129,20220919,1
129,20220920,1
129,20220921,1
129,20220922,1
129,20220923,1
129,20220926,1
129,20220927,1
129,20220928,1
129,20220929,1
129,20220930,1
19_3,20220829,1
19_3,20220830,1
19_3,20220831,1
19_3,20220901,1
19_3,20220902,1
19_3,20220905,1
19_3,20220906,1
19_3,20220907,1
19_3,20220908,1
19_3,20220909,1
19_3,20220912,1
19_3,20220913,1
19_3,20220914,1
19_3,20220915,1
19_3,20220916,1
19_3,20220919,1
19_3,20220920,1
19_3,20220921,1
19_3,20220922,1
19_3,20220923,1
19_3,20220926,1
19_3,20220927,1
19_3,20220928,1
19_3,20220929,1
19_3,20220930,1
555,20220901,1
555,20220908,1
555,20220915,1
555,20220922,1
555,20220929,1
88,20220829,1
88,20220830,1
88,20220831,1
88,20220901,1
88,20220902,1
88,20220905,1
88,20220906,1
88,20220907,1
88,20220908,1
88,20220909,1
88,20220912,1
88,20220913,1
88,20220914,1
88,20220915,1
88,20220916,1
88,20220919,1
88,20220920,1
88,20220921,1
88,20220922,1
88,20220923,1
88,20220926,1
88,20220927,1
88,20220928,1
88,20220929,1
88,20220930,1
411,20220903,1
411,20220910,1
411,20220917,1
411,20220924,1
411,20221001,1
108_1,20220903,1
108_1,20220910,1
108_1,20220917,1
108_1,20220924,1
108_1,20221001,1
311,20220903,1
311,20220910,1
311,20220917,1
311,20220924,1
311,20221001,1
6043,20220829,1
6043,20220830,1
6043,20220831,1
6043,20220901,1
6043,20220902,1
6043,20220905,1
6043,20220906,1
6043,20220907,1
6043,20220908,1
6043,20220909,1
6043,20220912,1
6043,20220913,1
6043,20220914,1
6043,20220915,1
6043,20220916,1
6043,20220919,1
6043,20220920,1
6043,20220921,1
6043,20220922,1
6043,20220923,1
6043,20220926,1
6043,20220927,1
6043,20220928,1
6043,20220929,1
6043,20220930,1
214_1,20220903,1
214_1,20220910,1
214_1,20220917,1
214_1,20220924,1
214_1,20221001,1
422,20220829,1
422,20220830,1
422,20220831,1
422,20220901,1
422,20220902,1
422,20220905,1
422,20220906,1
422,20220907,1
422,20220908,1
422,20220909,1
422,20220912,1
422,20220913,1
422,20220914,1
422,20220915,1
422,20220916,1
422,20220919,1
422,20220920,1
422,20220921,1
422,20220922,1
422,20220923,1
422,20220926,1
422,20220927,1
422,20220928,1
422,20220929,1
422,20220930,1
101_1,20220828,1
101_1,20220904,1
101_1,20220911,1
101_1,20220918,1
101_1,20220925,1
14,20220828,1
14,20220904,1
14,20220911,1
14,20220918,1
14,20220925,1
3211,20220829,1
3211,20220830,1
3211,20220831,1
3211,20220901,1
3211,20220902,1
3211,20220905,1
3211,20220906,1
3211,20220907,1
3211,20220908,1
3211,20220909,1
3211,20220912,1
3211,20220913,1
3211,20220914,1
3211,20220915,1
3211,20220916,1
3211,20220919,1
3211,20220920,1
3211,20220921,1
3211,20220922,1
3211,20220923,1
3211,20220926,1
3211,20220927,1
3211,20220928,1
3211,20220929,1
3211,20220930,1
317_2,20220829,1
317_2,20220831,1
317_2,20220902,1
317_2,20220905,1
317_2,20220907,1
317_2,20220909,1
317_2,20220912,1
317_2,20220914,1
317_2,20220916,1
317_2,20220919,1
317_2,20220921,1
317_2,20220923,1
317_2,20220926,1
317_2,20220928,1
317_2,20220930,1
103_1,20220903,1
103_1,20220910,1
103_1,20220917,1
103_1,20220924,1
103_1,20221001,1
325,20220829,1
325,20220830,1
325,20220831,1
325,20220901,1
325,20220902,1
325,20220905,1
325,20220906,1
325,20220907,1
325,20220908,1
325,20220909,1
325,20220912,1
325,20220913,1
325,20220914,1
325,20220915,1
325,20220916,1
325,20220919,1
325,20220920,1
325,20220921,1
325,20220922,1
325,20220923,1
325,20220926,1
325,20220927,1
325,20220928,1
325,20220929,1
325,20220930,1
213_2,20220829,1
213_2,20220830,1
213_2,20220831,1
213_2,20220901,1
213_2,20220902,1
213_2,20220905,1
213_2,20220906,1
213_2,20220907,1
213_2,20220908,1
213_2,20220909,1
213_2,20220912,1
213_2,20220913,1
213_2,20220914,1
213_2,20220915,1
213_2,20220916,1
213_2,20220919,1
213_2,20220920,1
213_2,20220921,1
213_2,20220922,1
213_2,20220923,1
213_2,20220926,1
213_2,20220927,1
213_2,20220928,1
213_2,20220929,1
213_2,20220930,1
16_2,20220903,1
16_2,20220910,1
16_2,20220917,1
16_2,20220924,1
16_2,20221001,1
518,20220829,1
518,20220830,1
518,20220831,1
518,20220901,1
518,20220902,1
518,20220905,1
518,20220906,1
518,20220907,1
518,20220908,1
518,20220909,1
518,20220912,1
518,20220913,1
518,20220914,1
518,20220915,1
518,20220916,1
518,20220919,1
518,20220920,1
518,20220921,1
518,20220922,1
518,20220923,1
518,20220926,1
518,20220927,1
518,20220928,1
518,20220929,1
518,20220930,1
16,20220828,1
16,20220904,1
16,20220911,1
16,20220918,1
16,20220925,1
7021,20220903,1
7021,20220910,1
7021,20220917,1
7021,20220924,1
7021,20221001,1
221,20220903,1
221,20220910,1
221,20220917,1
221,20220924,1
221,20221001,1
423,20220829,1
423,20220830,1
423,20220831,1
423,20220901,1
423,20220902,1
423,20220905,1
423,20220906,1
423,20220907,1
423,20220908,1
423,20220909,1
423,20220912,1
423,20220913,1
423,20220914,1
423,20220915,1
423,20220916,1
423,20220919,1
423,20220920,1
423,20220921,1
423,20220922,1
423,20220923,1
423,20220926,1
423,20220927,1
423,20220928,1
423,20220929,1
423,20220930,1
7_3,20220829,1
7_3,20220830,1
7_3,20220831,1
7_3,20220901,1
7_3,20220902,1
7_3,20220905,1
7_3,20220906,1
7_3,20220907,1
7_3,20220908,1
7_3,20220909,1
7_3,20220912,1
7_3,20220913,1
7_3,20220914,1
7_3,20220915,1
7_3,20220916,1
7_3,20220919,1
7_3,20220920,1
7_3,20220921,1
7_3,20220922,1
7_3,20220923,1
7_3,20220926,1
7_3,20220927,1
7_3,20220928,1
7_3,20220929,1
7_3,20220930,1
6161,20220829,1
6161,20220830,1
6161,20220831,1
6161,20220901,1
6161,20220902,1
6161,20220905,1
6161,20220906,1
6161,20220907,1
6161,20220908,1
6161,20220909,1
6161,20220912,1
6161,20220913,1
6161,20220914,1
6161,20220915,1
6161,20220916,1
6161,20220919,1
6161,20220920,1
6161,20220921,1
6161,20220922,1
6161,20220923,1
6161,20220926,1
6161,20220927,1
6161,20220928,1
6161,20220929,1
6161,20220930,1
3112,20220829,1
3112,20220830,1
3112,20220831,1
3112,20220901,1
3112,20220902,1
3112,20220905,1
3112,20220906,1
3112,20220907,1
3112,20220908,1
3112,20220909,1
3112,20220912,1
3112,20220913,1
3112,20220914,1
3112,20220915,1
3112,20220916,1
3112,20220919,1
3112,20220920,1
3112,20220921,1
3112,20220922,1
3112,20220923,1
3112,20220926,1
3112,20220927,1
3112,20220928,1
3112,20220929,1
3112,20220930,1
52_2,20220829,1
52_2,20220830,1
52_2,20220831,1
52_2,20220901,1
52_2,20220902,1
52_2,20220905,1
52_2,20220906,1
52_2,20220907,1
52_2,20220908,1
52_2,20220909,1
52_2,20220912,1
52_2,20220913,1
52_2,20220914,1
52_2,20220915,1
52_2,20220916,1
52_2,20220919,1
52_2,20220920,1
52_2,20220921,1
52_2,20220922,1
52_2,20220923,1
52_2,20220926,1
52_2,20220927,1
52_2,20220928,1
52_2,20220929,1
52_2,20220930,1
147,20220829,1
147,20220830,1
147,20220831,1
147,20220901,1
147,20220902,1
147,20220905,1
147,20220906,1
147,20220907,1
147,20220908,1
147,20220909,1
147,20220912,1
147,20220913,1
147,20220914,1
147,20220915,1
147,20220916,1
147,20220919,1
147,20220920,1
147,20220921,1
147,20220922,1
147,20220923,1
147,20220926,1
147,20220927,1
147,20220928,1
147,20220929,1
147,20220930,1
126_1,20220829,1
126_1,20220830,1
126_1,20220831,1
126_1,20220901,1
126_1,20220902,1
126_1,20220905,1
126_1,20220906,1
126_1,20220907,1
126_1,20220908,1
126_1,20220909,1
126_1,20220912,1
126_1,20220913,1
126_1,20220914,1
126_1,20220915,1
126_1,20220916,1
126_1,20220919,1
126_1,20220920,1
126_1,20220921,1
126_1,20220922,1
126_1,20220923,1
126_1,20220926,1
126_1,20220927,1
126_1,20220928,1
126_1,20220929,1
126_1,20220930,1
155,20220829,1
155,20220830,1
155,20220831,1
155,20220901,1
155,20220902,1
155,20220905,1
155,20220906,1
155,20220907,1
155,20220908,1
155,20220909,1
155,20220912,1
155,20220913,1
155,20220914,1
155,20220915,1
155,20220916,1
155,20220919,1
155,20220920,1
155,20220921,1
155,20220922,1
155,20220923,1
155,20220926,1
155,20220927,1
155,20220928,1
155,20220929,1
155,20220930,1
524,20220829,1
524,20220830,1
524,20220831,1
524,20220901,1
524,20220902,1
524,20220905,1
524,20220906,1
524,20220907,1
524,20220908,1
524,20220909,1
524,20220912,1
524,20220913,1
524,20220914,1
524,20220915,1
524,20220916,1
524,20220919,1
524,20220920,1
524,20220921,1
524,20220922,1
524,20220923,1
524,20220926,1
524,20220927,1
524,20220928,1
524,20220929,1
524,20220930,1
42_4,20220829,1
42_4,20220830,1
42_4,20220831,1
42_4,20220901,1
42_4,20220902,1
42_4,20220905,1
42_4,20220906,1
42_4,20220907,1
42_4,20220908,1
42_4,20220909,1
42_4,20220912,1
42_4,20220913,1
42_4,20220914,1
42_4,20220915,1
42_4,20220916,1
42_4,20220919,1
42_4,20220920,1
42_4,20220921,1
42_4,20220922,1
42_4,20220923,1
42_4,20220926,1
42_4,20220927,1
42_4,20220928,1
42_4,20220929,1
42_4,20220930,1
720,20220903,1
720,20220910,1
720,20220917,1
720,20220924,1
720,20221001,1
715,20220903,1
715,20220910,1
715,20220917,1
715,20220924,1
715,20221001,1
10_4,20220829,1
10_4,20220830,1
10_4,20220831,1
10_4,20220901,1
10_4,20220902,1
10_4,20220905,1
10_4,20220906,1
10_4,20220907,1
10_4,20220908,1
10_4,20220909,1
10_4,20220912,1
10_4,20220913,1
10_4,20220914,1
10_4,20220915,1
10_4,20220916,1
10_4,20220919,1
10_4,20220920,1
10_4,20220921,1
10_4,20220922,1
10_4,20220923,1
10_4,20220926,1
10_4,20220927,1
10_4,20220928,1
10_4,20220929,1
10_4,20220930,1
302,20220828,1
302,20220904,1
302,20220911,1
302,20220918,1
302,20220925,1
121_1,20220829,1
121_1,20220830,1
121_1,20220831,1
121_1,20220901,1
121_1,20220902,1
121_1,20220905,1
121_1,20220906,1
121_1,20220907,1
121_1,20220908,1
121_1,20220909,1
121_1,20220912,1
121_1,20220913,1
121_1,20220914,1
121_1,20220915,1
121_1,20220916,1
121_1,20220919,1
121_1,20220920,1
121_1,20220921,1
121_1,20220922,1
121_1,20220923,1
121_1,20220926,1
121_1,20220927,1
121_1,20220928,1
121_1,20220929,1
121_1,20220930,1
419,20220903,1
419,20220910,1
419,20220917,1
419,20220924,1
419,20221001,1
105_1,20220903,1
105_1,20220910,1
105_1,20220917,1
105_1,20220924,1
105_1,20221001,1
70,20220829,1
70,20220830,1
70,20220831,1
70,20220901,1
70,20220902,1
70,20220905,1
70,20220906,1
70,20220907,1
70,20220908,1
70,20220909,1
70,20220912,1
70,20220913,1
70,20220914,1
70,20220915,1
70,20220916,1
70,20220919,1
70,20220920,1
70,20220921,1
70,20220922,1
70,20220923,1
70,20220926,1
70,20220927,1
70,20220928,1
70,20220929,1
70,20220930,1
1021,20220828,1
1021,20220904,1
1021,20220911,1
1021,20220918,1
1021,20220925,1
6091,20220829,1
6091,20220830,1
6091,20220831,1
6091,20220901,1
6091,20220902,1
6091,20220905,1
6091,20220906,1
6091,20220907,1
6091,20220908,1
6091,20220909,1
6091,20220912,1
6091,20220913,1
6091,20220914,1
6091,20220915,1
6091,20220916,1
6091,20220919,1
6091,20220920,1
6091,20220921,1
6091,20220922,1
6091,20220923,1
6091,20220926,1
6091,20220927,1
6091,20220928,1
6091,20220929,1
6091,20220930,1
158,20220829,1
158,20220830,1
158,20220831,1
158,20220901,1
158,20220902,1
158,20220905,1
158,20220906,1
158,20220907,1
158,20220908,1
158,20220909,1
158,20220912,1
158,20220913,1
158,20220914,1
158,20220915,1
158,20220916,1
158,20220919,1
158,20220920,1
158,20220921,1
158,20220922,1
158,20220923,1
158,20220926,1
158,20220927,1
158,20220928,1
158,20220929,1
158,20220930,1
3102,20220829,1
3102,20220830,1
3102,20220831,1
3102,20220901,1
3102,20220902,1
3102,20220905,1
3102,20220906,1
3102,20220907,1
3102,20220908,1
3102,20220909,1
3102,20220912,1
3102,20220913,1
3102,20220914,1
3102,20220915,1
3102,20220916,1
3102,20220919,1
3102,20220920,1
3102,20220921,1
3102,20220922,1
3102,20220923,1
3102,20220926,1
3102,20220927,1
3102,20220928,1
3102,20220929,1
3102,20220930,1
201_4,20220903,1
201_4,20220910,1
201_4,20220917,1
201_4,20220924,1
201_4,20221001,1
45_1,20220903,1
45_1,20220910,1
45_1,20220917,1
45_1,20220924,1
45_1,20221001,1
709,20220903,1
709,20220910,1
709,20220917,1
709,20220924,1
709,20221001,1
5_2,20220903,1
5_2,20220910,1
5_2,20220917,1
5_2,20220924,1
5_2,20221001,1
27_4,20220829,1
27_4,20220830,1
27_4,20220831,1
27_4,20220901,1
27_4,20220902,1
27_4,20220905,1
27_4,20220906,1
27_4,20220907,1
27_4,20220908,1
27_4,20220909,1
27_4,20220912,1
27_4,20220913,1
27_4,20220914,1
27_4,20220915,1
27_4,20220916,1
27_4,20220919,1
27_4,20220920,1
27_4,20220921,1
27_4,20220922,1
27_4,20220923,1
27_4,20220926,1
27_4,20220927,1
27_4,20220928,1
27_4,20220929,1
27_4,20220930,1
704,20220903,1
704,20220910,1
704,20220917,1
704,20220924,1
704,20221001,1
29_1,20220903,1
29_1,20220910,1
29_1,20220917,1
29_1,20220924,1
29_1,20221001,1
8025,20220828,1
8025,20220904,1
8025,20220911,1
8025,20220918,1
8025,20220925,1
51_2,20220829,1
51_2,20220830,1
51_2,20220831,1
51_2,20220901,1
51_2,20220902,1
51_2,20220905,1
51_2,20220906,1
51_2,20220907,1
51_2,20220908,1
